藝人中文名,藝人英文名,類型,地區,入圍紀錄,得獎紀錄,來源網址,網址識別碼,識別碼來源,識別碼依據網址,判斷依據
謝明諺,,男歌手,國內,第16屆金音 最佳樂手獎；第16屆金音 最佳爵士專輯獎；第15屆金音 最佳樂手獎；第15屆金音 最佳爵士專輯獎；第15屆金音 最佳爵士歌曲獎,第15屆金音 最佳爵士歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,xie-ming-yan,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
鍾錡,,待確認,待確認,第16屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,zhong-qi,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
吳政君,,待確認,國內,第16屆金音 最佳樂手獎,第16屆金音 最佳樂手獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657,wu-zheng-jun,音譯,,維基百科：臺灣擊樂演奏家，異境樂團藝術總監；查無官方英文名或自用羅馬拼音，採漢語拼音音譯
黃瑞豐,,男歌手,國內,第16屆金音 最佳樂手獎,第16屆金音 最佳樂手獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657,huang-rui-feng,音譯,,維基百科：臺灣爵士鼓演奏家，人稱「台灣鼓王」；查無官方英文名或自用羅馬拼音，採漢語拼音音譯
利惟庸,,待確認,待確認,第16屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,li-wei-yong,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
鄭昭元,,待確認,待確認,第16屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,zheng-zhao-yuan,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Leo王,,男歌手,國內,第16屆金音 最佳現場演出獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,leo,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
胖虎,,待確認,待確認,第16屆金音 最佳現場演出獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,pang-hu,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Fat Hamster and KANG New,,待確認,國外,第16屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,fat-hamster-and-kang-new,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
Jacqui,,待確認,待確認,第16屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,jacqui,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
Lomba Sihir,,待確認,待確認,第16屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,lomba-sihir,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
.Feast,,待確認,待確認,第16屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,feast,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
ELLE SHIMADA,,待確認,待確認,第16屆金音 亞洲創作音樂獎,第16屆金音 亞洲創作音樂獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657,elle-shimada,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
BEYOND CURE病入膏肓,,待確認,待確認,第16屆金音 最佳搖滾專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,beyond-cure,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
擊沈女孩DESTROYERS,,待確認,待確認,第16屆金音 最佳搖滾歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,destroyers,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
倒車入庫,,待確認,待確認,第16屆金音 最佳搖滾歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,dao-che-ru-ku,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
王若琳,Joanna Wang,女歌手,國內,第16屆金音 最佳搖滾歌曲獎；第15屆金音 最佳專輯獎；第15屆金音 最佳創作歌手獎；第15屆金音 最佳另類流行專輯獎；第15屆金音 最佳另類流行歌曲獎,第15屆金音 最佳創作歌手獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,joanna-wang,官方英文名,https://zh.wikipedia.org/wiki/王若琳,英文名／藝名依原始名單欄位「Joanna Wang」
Sapud Kacaw撒部．噶照,,待確認,待確認,第16屆金音 最佳民謠專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,sapud-kacaw,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
Naa'u娜塢,,待確認,待確認,第16屆金音 最佳民謠專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,naau,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
柯智棠,,男歌手,國內,第16屆金音 最佳民謠歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,ke-zhi-tang,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
江孟薰,,待確認,待確認,第16屆金音 最佳民謠歌曲獎,第16屆金音 最佳民謠歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657,jiang-meng-xun,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
李英宏,,男歌手,國內,第16屆金音 最佳嘻哈專輯獎；第16屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,li-ying-hong,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
楊舒雅,,待確認,待確認,第16屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,yang-shu-ya,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
KNOWTIS,,待確認,待確認,第16屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,knowtis,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
PUZZLEMAN,,待確認,待確認,第16屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,puzzleman,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
CED,,待確認,待確認,第16屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,ced,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
Wring Out Laura,,待確認,待確認,第16屆金音 最佳電音專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,wring-out-laura,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
KbN凱比鳥,,待確認,待確認,第16屆金音 最佳電音專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,kbn,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
Oberka,,待確認,待確認,第16屆金音 最佳電音專輯獎；第16屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,oberka,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
B E N N,,待確認,待確認,第16屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,b-e-n-n,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
Sonia Calico,,待確認,待確認,第16屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,sonia-calico,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
富愛子AIKO TOMI,,待確認,待確認,第16屆金音 最佳電音歌曲獎；第16屆金音 最佳另類流行專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,aiko-tomi,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
Tracy Yang楊又臻,,女歌手,國內,第16屆金音 最佳爵士專輯獎；第16屆金音 最佳爵士歌曲獎,第16屆金音 最佳爵士專輯獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,tracy-yang,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
Plutato,,待確認,待確認,第16屆金音 最佳爵士專輯獎；第16屆金音 最佳爵士歌曲獎；第15屆金音 最佳樂團獎；第15屆金音 最佳新人獎；第15屆金音 最佳爵士專輯獎,第16屆金音 最佳爵士歌曲獎；第15屆金音 最佳爵士專輯獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,plutato,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
陳子彰,,待確認,待確認,第16屆金音 最佳爵士專輯獎；第16屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,chen-zi-zhang,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
古樂樂良春Kuljelje Ljamcun,,待確認,待確認,第16屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,kuljelje-ljamcun,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
黃彥斌,,待確認,待確認,第16屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,huang-yan-bin,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Yufu／陳郁夫,,待確認,待確認,第16屆金音 最佳節奏藍調專輯獎；第16屆金音 最佳節奏藍調歌曲獎,第16屆金音 最佳節奏藍調專輯獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,yufu,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
YELLOW黃宣,,男歌手,國內,第16屆金音 最佳節奏藍調歌曲獎；第16屆金音 最佳另類流行歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,yellow,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
阿跨面,,男歌手,國內,第15屆金音 最佳專輯獎；第15屆金音 最佳創作歌手獎；第15屆金音 最佳新人獎；第15屆金音 最佳嘻哈專輯獎；第15屆金音 最佳嘻哈歌曲獎,第15屆金音 最佳新人獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,a-kua-mian,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
傷心欲絕,,團體,國內,第15屆金音 最佳專輯獎；第15屆金音 最佳樂團獎；第15屆金音 最佳搖滾專輯獎；第15屆金音 最佳搖滾歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,shang-xin-yu-jue,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
拍謝少年,Sorry Youth,團體,國內,第15屆金音 最佳專輯獎；第15屆金音 最佳樂團獎；第15屆金音 最佳搖滾專輯獎,第15屆金音 最佳搖滾專輯獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,sorry-youth,官方英文名,https://zh.wikipedia.org/wiki/拍謝少年,英文名／藝名依原始名單欄位「Sorry Youth」
布萊梅,,團體,國內,第15屆金音 最佳專輯獎；第15屆金音 最佳樂團獎；第15屆金音 最佳搖滾歌曲獎；第15屆金音 最佳另類流行專輯獎；第15屆金音 最佳另類流行歌曲獎,第15屆金音 最佳專輯獎；第15屆金音 最佳搖滾歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,bu-lai-mei,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
我是機車少女I'mdifficult,,團體,國內,第15屆金音 最佳樂團獎；第15屆金音 最佳另類流行專輯獎；第15屆金音 最佳另類流行歌曲獎,第15屆金音 最佳另類流行專輯獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,imdifficult,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
Dac,,待確認,待確認,第15屆金音 最佳創作歌手獎；第15屆金音 最佳現場演出獎；第15屆金音 最佳嘻哈專輯獎；第15屆金音 最佳節奏藍調歌曲獎；第15屆金音 最佳另類流行歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,dac,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
劉暐,,待確認,待確認,第15屆金音 最佳創作歌手獎；第15屆金音 最佳民謠專輯獎；第15屆金音 最佳民謠歌曲獎；第15屆金音 評審團獎,第15屆金音 評審團獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,liu-wei,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
鄭敬儒,,待確認,待確認,第15屆金音 最佳創作歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,zheng-jing-ru,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
鄭嘉富,,待確認,待確認,第15屆金音 最佳樂手獎,第15屆金音 最佳樂手獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,zheng-jia-fu,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
李茂嵩,,待確認,待確認,第15屆金音 最佳樂手獎,第15屆金音 最佳樂手獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,li-mao-song,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
柯智豪Blaire Ko,,男歌手,國內,第15屆金音 最佳樂手獎；第15屆金音 最佳民謠專輯獎；第15屆金音 最佳民謠歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,blaire-ko,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
潘子爵,,待確認,待確認,第15屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,pan-zi-jue,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
張凱婷,,女歌手,國內,第15屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,zhang-kai-ting,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
簡聿民,,待確認,待確認,第15屆金音 最佳樂手獎,第15屆金音 最佳樂手獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,jian-yu-min,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
MANDARK,,待確認,待確認,第15屆金音 最佳現場演出獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,mandark,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
假日貞操,,待確認,待確認,第15屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,jia-ri-zhen-cao,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
黃業圓,,待確認,待確認,第15屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,huang-ye-yuan,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
LITE,,待確認,待確認,第15屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,lite,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
Silica Gel,,團體,國外,第15屆金音 亞洲創作音樂獎,第15屆金音 亞洲創作音樂獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,silica-gel,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
Age Factory,,待確認,待確認,第15屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,age-factory,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
NaraBara,,待確認,待確認,第15屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,narabara,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
溫室雜草,,待確認,待確認,第15屆金音 最佳搖滾專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,wen-shi-za-cao,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
農村武裝青年,,團體,國內,第15屆金音 最佳民謠專輯獎；第15屆金音 最佳民謠歌曲獎,第15屆金音 最佳民謠歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,nong-cun-wu-zhuang-qing-nian,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
wannasleep,,待確認,待確認,第15屆金音 最佳嘻哈專輯獎；第15屆金音 最佳嘻哈歌曲獎,第15屆金音 最佳嘻哈歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,wannasleep,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
神經元,,待確認,待確認,第15屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,shen-jing-yuan,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Dizparity,,待確認,待確認,第15屆金音 最佳電音專輯獎；第15屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,dizparity,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
呂紹淳,,待確認,待確認,第15屆金音 最佳電音專輯獎；第15屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,lv-shao-chun,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Freedom Beat,,待確認,待確認,第15屆金音 最佳電音專輯獎；第15屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,freedom-beat,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
cheer,,待確認,待確認,第15屆金音 最佳電音專輯獎；第15屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,cheer,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
笑琴,,待確認,待確認,第15屆金音 最佳電音專輯獎；第15屆金音 最佳電音歌曲獎,第15屆金音 最佳電音專輯獎；第15屆金音 最佳電音歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,xiao-qin,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
幽法,,待確認,待確認,第15屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,you-fa,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
魯千千,,待確認,待確認,第15屆金音 最佳爵士專輯獎；第15屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,lu-qian-qian,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
踢霹歐爵士大樂團,,團體,國內,第15屆金音 最佳爵士專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,ti-pi-ou-jue-shi-da-le-tuan,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
林煒翔／Roger Lin,,待確認,待確認,第15屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,roger-lin,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
王思雅／Debby Wang,,待確認,待確認,第15屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,debby-wang,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
LINION,,待確認,待確認,第15屆金音 最佳節奏藍調專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,linion,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
問題總部,,待確認,待確認,第15屆金音 最佳節奏藍調專輯獎；第15屆金音 最佳節奏藍調歌曲獎,第15屆金音 最佳節奏藍調專輯獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,wen-ti-zong-bu,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
SOPHY王嘉儀,,女歌手,國內,第15屆金音 最佳節奏藍調歌曲獎；第15屆金音 最佳另類流行專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,sophy,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
ØZI,,男歌手,國內,第15屆金音 最佳節奏藍調歌曲獎,第15屆金音 最佳節奏藍調歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,ozi,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
